transaction_id,customer_id,transaction_date,store_id,payment_method,discount_applied,transaction_date_clean,gross_amount,total_amount
T002587,C00512,2025-09-24,S020,Momo,0.0,2025-09-24,11407000.0,11407000.0
T002588,C00436,2026-02-28,S020,Momo,0.3,2026-02-28,1295000.0,906500.0
T002589,C00435,2025-08-23,S021,Bank Transfer,0.1,2025-08-23,11858000.0,10672200.0
T002590,C00140,2026-03-19,S004,Momo,0.05,2026-03-19,2841000.0,2698950.0
T002591,C00249,2025-08-20,S011,Momo,0.0,2025-08-20,14041000.0,14041000.0
T002592,C00641,2024-11-04,S020,ZaloPay,0.15,2024-11-04,90640000.0,77044000.0
T002593,C00211,2024-01-19,S023,Gold,0.1,2024-01-19,30469000.0,27422100.0
T002594,C00511,2025-08-02,S020,Bank Transfer,0.0,2025-08-02,51422000.0,51422000.0
T002595,C00085,2025-12-22,S008,Credit Card,0.0,2025-12-22,3843000.0,3843000.0
T002596,C00022,2024-04-21,S021,ZaloPay,0.3,2024-04-21,27132000.0,18992400.0
T002597,C00246,2025-08-06,S006,Momo,0.05,2025-08-06,92042000.0,87439900.0
T002598,C00022,2025-12-17,S010,Momo,0.15,2025-12-17,79805000.0,67834250.0
T002599,C00108,2025-06-20,S025,,0.0,2025-06-20,1326000.0,1326000.0
T002600,C00167,2025-06-16,S004,VNPay,0.3,2025-06-16,3189000.0,2232300.0
T002601,C00405,2025-12-11,S020,ZaloPay,0.2,2025-12-11,0.0,0.0
T002602,C00219,2025-08-21,S020,Credit Card,0.2,2025-08-21,11412000.0,9129600.0
T002603,C00040,2024-11-22,S021,ZaloPay,0.0,2024-11-22,57699000.0,57699000.0
T002604,C00010,2025-07-13,S022,Momo,0.0,2025-07-13,3716000.0,3716000.0
T002605,C00035,2026-01-28,S006,Bank Transfer,0.2,2026-01-28,1425000.0,1140000.0
T002606,C00210,2025-05-08,S008,Bank Transfer,0.05,2025-05-08,1315000.0,1249250.0
T002607,C00337,2025-03-21,S020,,0.0,2025-03-21,515000.0,515000.0
T002608,C00073,2024-04-23,S009,VNPay,0.0,2024-04-23,3900000.0,3900000.0
T002609,C00129,2024-09-19,S020,Momo,0.0,2024-09-19,24780000.0,24780000.0
T002610,C00383,2025-05-26,S024,ZaloPay,0.0,2025-05-26,0.0,0.0
T002611,C00238,2024-12-05,S008,Bank Transfer,0.0,2024-12-05,62412000.0,62412000.0
T002612,C00005,2025-02-17,S017,Momo,0.0,2025-02-17,20957000.0,20957000.0
T002613,C00469,2025-02-02,S018,Cash,0.0,2025-02-02,315000.0,315000.0
T002614,C00106,2025-03-15,S001,Momo,0.0,2025-03-15,8753000.0,8753000.0
T002615,C00366,2024-03-29,S021,VNPay,0.0,2024-03-29,5281000.0,5281000.0
T002616,C00034,2024-12-09,S015,Bank Transfer,0.15,2024-12-09,149342000.0,126940700.0
T002617,C00071,2026-02-18,S017,Momo,0.0,2026-02-18,17972000.0,17972000.0
T002618,C00354,2025-09-11,S001,Credit Card,0.3,2025-09-11,24035000.0,16824500.0
T002619,C00719,2025-07-20,S015,Cash,0.0,2025-07-20,14295000.0,14295000.0
T002620,C00092,2023-11-14,S015,ZaloPay,0.0,2023-11-14,804000.0,804000.0
T002621,C00287,2025-09-16,S001,Credit Card,0.0,2025-09-16,7934000.0,7934000.0
T002622,C00317,2026-03-02,S016,Momo,0.0,2026-03-02,7083000.0,7083000.0
T002623,C00309,2026-03-15,S020,Bank Transfer,0.25,2026-03-15,0.0,0.0
T002624,C00114,2025-06-26,S009,VNPay,0.0,2025-06-26,1825000.0,1825000.0
T002625,C00018,2025-09-01,S023,Bank Transfer,0.0,2025-09-01,9492000.0,9492000.0
T002626,C00290,2024-10-12,S015,Cash,0.0,2024-10-12,1257000.0,1257000.0
T002627,C00111,2026-03-01,S022,VNPay,0.0,2026-03-01,542000.0,542000.0
T002628,C00157,2025-11-20,S021,VNPay,0.0,2025-11-20,13032000.0,13032000.0
T002629,C00221,2025-08-14,S011,Credit Card,0.0,2025-08-14,7452000.0,7452000.0
T002630,C00473,2025-10-02,S015,Momo,0.2,2025-10-02,41645000.0,33316000.0
T002631,C00112,2026-01-29,S023,Momo,0.1,2026-01-29,50999000.0,45899100.0
T002632,C00025,2025-11-24,S024,Momo,0.0,2025-11-24,24270000.0,24270000.0
T002633,C00066,2025-09-22,S025,VNPay,0.3,2025-09-22,1186000.0,830200.0
T002634,C00010,2025-08-23,S022,Momo,0.0,2025-08-23,676000.0,676000.0
T002635,C00166,2025-09-10,S016,Cash,0.3,2025-09-10,5028000.0,3519600.0
T002636,C00111,2025-08-10,S012,Bank Transfer,0.1,2025-08-10,5700000.0,5130000.0
T002637,C00599,2024-10-09,S008,VNPay,0.0,2024-10-09,48580000.0,48580000.0
T002638,C00037,2025-06-14,S021,VNPay,0.0,2025-06-14,10664000.0,10664000.0
T002639,C00415,2025-09-24,S025,ZaloPay,0.0,2025-09-24,1056000.0,1056000.0
T002640,C00020,2025-10-18,S001,Bank Transfer,0.05,2025-10-18,11136000.0,10579200.0
T002641,C00793,2025-08-19,S007,Credit Card,0.0,2025-08-19,85227000.0,85227000.0
T002642,C00093,2025-01-23,S017,,0.0,2025-01-23,7599000.0,7599000.0
T002643,C00068,2025-12-03,S011,Credit Card,0.0,2025-12-03,1858000.0,1858000.0
T002644,C00747,2025-08-22,S005,Credit Card,0.05,2025-08-22,64578000.0,61349100.0
T002645,C00156,2025-07-18,S002,VNPay,0.0,2025-07-18,239000.0,239000.0
T002646,C00377,2025-11-13,S019,Cash,0.0,2025-11-13,17158000.0,17158000.0
T002647,C00350,2025-09-09,S009,Cash,0.05,2025-09-09,0.0,0.0
T002648,C00168,2025-10-31,S017,ZaloPay,0.15,2025-10-31,67572000.0,57436200.0
T002649,C00763,2023-09-27,S020,ZaloPay,0.3,2023-09-27,6237000.0,4365900.0
T002650,C00701,2024-11-16,S012,VNPay,0.15,2024-11-16,4623000.0,3929550.0
T002651,C00216,2025-05-29,S016,Cash,0.0,2025-05-29,2523000.0,2523000.0
T002652,C00749,2025-12-14,S008,Bank Transfer,0.15,2025-12-14,8743000.0,7431550.0
T002653,C00113,2026-03-02,S003,Bank Transfer,0.05,2026-03-02,41670000.0,39586500.0
T002654,C00351,2025-03-02,S008,VNPay,0.15,2025-03-02,5288000.0,4494800.0
T002655,C00039,2025-06-12,S005,ZaloPay,0.0,2025-06-12,0.0,0.0
T002656,C00120,2025-08-08,S024,???,0.0,2025-08-08,425000.0,425000.0
T002657,C00750,2025-08-30,S023,ZaloPay,0.05,2025-08-30,2652000.0,2519400.0
T002658,C00169,2023-10-22,S007,ZaloPay,0.0,2023-10-22,0.0,0.0
T002659,C00125,2024-06-13,S005,ZaloPay,0.15,2024-06-13,0.0,0.0
T002660,C00161,2024-04-29,S012,VNPay,0.2,2024-04-29,4735000.0,3788000.0
T002661,C00288,2025-07-13,S011,Bank Transfer,0.2,2025-07-13,6925000.0,5540000.0
T002662,C00684,2024-05-16,S013,VNPay,0.0,2024-05-16,21488000.0,21488000.0
T002663,C00212,2025-05-30,S007,Credit Card,0.0,2025-05-30,10080000.0,10080000.0
T002664,C00792,2025-06-16,S002,VNPay,0.0,2025-06-16,11843000.0,11843000.0
T002665,C00209,2025-04-24,S010,VNPay,0.0,2025-04-24,0.0,0.0
T002666,C00244,2024-12-02,S025,VNPay,0.2,2024-12-02,76920000.0,61536000.0
T002667,C00219,2025-01-03,S010,Momo,0.0,2025-01-03,134000.0,134000.0
T002668,C00011,2026-02-15,S011,Unknown,0.0,2026-02-15,41731000.0,41731000.0
T002669,C00025,2025-07-29,S002,Credit Card,0.0,2025-07-29,0.0,0.0
T002670,C00172,2025-07-19,S002,Bank Transfer,0.0,2025-07-19,1887000.0,1887000.0
T002671,C00053,2025-12-08,S024,VNPay,0.0,2025-12-08,1692000.0,1692000.0
T002672,C00556,2026-01-03,S004,Momo,0.3,2026-01-03,42594000.0,29815799.999999996
T002673,C00776,2025-04-27,S004,Credit Card,0.05,2025-04-27,4344000.0,4126800.0
T002674,C00168,2024-11-07,S001,VNPay,0.0,2024-11-07,838000.0,838000.0
T002675,C00189,2023-12-31,S024,Bank Transfer,0.05,2023-12-31,5560000.0,5282000.0
T002676,C00465,2025-08-17,S005,Bank Transfer,0.0,2025-08-17,12725000.0,12725000.0
T002677,C00025,2025-06-22,S021,,0.1,2025-06-22,46204000.0,41583600.0
T002678,C00192,2025-12-05,S022,Momo,0.1,2025-12-05,4245000.0,3820500.0
T002679,C00006,2025-09-05,S021,VNPay,0.0,2025-09-05,20546000.0,20546000.0
T002680,C00045,2025-03-22,S003,Momo,0.0,2025-03-22,60815000.0,60815000.0
T002681,C00423,2025-08-22,S010,Credit Card,0.0,2025-08-22,26535000.0,26535000.0
T002682,C00535,2025-11-26,S015,Bank Transfer,0.3,2025-11-26,929000.0,650300.0
T002683,C00132,2024-07-22,S009,Bank Transfer,0.25,2024-07-22,4499000.0,3374250.0
T002684,C00013,2025-08-07,S013,ZaloPay,0.25,2025-08-07,526000.0,394500.0
T002685,C00072,2025-09-04,S016,,0.15,2025-09-04,8460000.0,7191000.0
T002686,C00438,2024-09-02,S007,Credit Card,0.25,2024-09-02,5934000.0,4450500.0
T002687,C00773,2026-02-09,S007,Credit Card,0.05,2026-02-09,24613000.0,23382350.0
T002688,C00230,2025-02-27,S017,Momo,0.0,2025-02-27,26995000.0,26995000.0
T002689,C00792,2025-09-21,S011,Credit Card,0.15,2025-09-21,6211000.0,5279350.0
T002690,C00183,2025-10-08,S009,VNPay,0.2,2025-10-08,29783000.0,23826400.0
T002691,C00777,2025-12-15,S014,Credit Card,0.0,2025-12-15,4860000.0,4860000.0
T002692,C00185,2025-09-21,S022,Unknown,0.1,2025-09-21,1272000.0,1144800.0
T002693,C00789,2025-12-26,S017,Bank Transfer,0.25,2025-12-26,2070000.0,1552500.0
T002694,C00206,2026-01-27,S012,Momo,0.25,2026-01-27,33235000.0,24926250.0
T002695,C00006,2025-10-23,S014,ZaloPay,0.15,2025-10-23,0.0,0.0
T002696,C00337,2025-07-20,S016,ZaloPay,0.25,2025-07-20,113000.0,84750.0
T002697,C00325,2024-08-04,S009,Credit Card,0.15,2024-08-04,804000.0,683400.0
T002698,C00287,2025-03-18,S019,Credit Card,0.0,2025-03-18,3190000.0,3190000.0
T002699,C00026,2025-08-14,S003,ZaloPay,0.0,2025-08-14,2835000.0,2835000.0
T002700,C00088,2026-03-17,S003,ZaloPay,0.25,2026-03-17,688000.0,516000.0
T002701,C00784,2024-08-17,S021,VNPay,0.2,2024-08-17,3534000.0,2827200.0
T002702,C00303,2024-08-17,S011,,0.0,2024-08-17,3783000.0,3783000.0
T002703,C00392,2025-07-30,S020,Credit Card,0.0,2025-07-30,48787000.0,48787000.0
T002704,C00015,2025-04-03,S013,Credit Card,0.0,2025-04-03,2505000.0,2505000.0
T002705,C00200,2026-03-12,S006,Credit Card,0.0,2026-03-12,12672000.0,12672000.0
T002706,C00511,2026-02-15,S010,Credit Card,0.2,2026-02-15,1072000.0,857600.0
T002707,C00081,2024-10-27,S017,VNPay,0.05,2024-10-27,11143000.0,10585850.0
T002708,C00660,2025-06-18,S002,Momo,0.0,2025-06-18,20445000.0,20445000.0
T002709,C00110,2025-09-16,S011,VNPay,0.1,2025-09-16,633000.0,569700.0
T002710,C00670,2024-10-15,S013,Bank Transfer,0.0,2024-10-15,43587000.0,43587000.0
T002711,C00035,2025-01-18,S014,Momo,0.0,2025-01-18,678000.0,678000.0
T002712,C00421,2025-12-24,S020,ZaloPay,0.1,2025-12-24,2386000.0,2147400.0
T002713,C00323,2025-04-16,S023,Bank Transfer,0.2,2025-04-16,756000.0,604800.0
T002714,C00199,2025-05-29,S023,,0.0,2025-05-29,6358000.0,6358000.0
T002715,C00770,2026-01-29,S021,,0.25,2026-01-29,848000.0,636000.0
T002716,C00745,2025-03-18,S016,Momo,0.0,2025-03-18,29624000.0,29624000.0
T002717,C00232,2025-11-09,S020,Unknown,0.05,2025-11-09,34709000.0,32973550.0
T002718,C00412,2025-05-04,S016,VNPay,0.0,2025-05-04,59830000.0,59830000.0
T002719,C00020,2026-01-27,S019,Momo,0.3,2026-01-27,71996000.0,50397200.0
T002720,C00718,2024-01-27,S018,,0.15,2024-01-27,2965000.0,2520250.0
T002721,C00573,2025-03-26,S022,ZaloPay,0.1,2025-03-26,1768000.0,1591200.0
T002722,C00315,2024-10-14,S025,Cash,0.2,2024-10-14,18786000.0,15028800.0
T002723,C00079,2025-05-19,S009,Momo,0.25,2025-05-19,5028000.0,3771000.0
T002724,C00373,2025-12-07,S004,VNPay,0.05,2025-12-07,0.0,0.0
T002725,C00257,2025-05-21,S025,ZaloPay,0.0,2025-05-21,28125000.0,28125000.0
T002726,C00184,2025-07-20,S002,Credit Card,0.0,2025-07-20,13858000.0,13858000.0
T002727,C00238,2025-01-05,S025,Momo,0.2,2025-01-05,8253000.0,6602400.0
T002728,C00209,2025-08-09,S012,VNPay,0.1,2025-08-09,63589000.0,57230100.0
T002729,C00051,2025-03-17,S018,Momo,0.25,2025-03-17,5644000.0,4233000.0
T002730,C00311,2025-11-12,S012,VNPay,0.0,2025-11-12,37550000.0,37550000.0
T002731,C00053,2025-05-23,S013,VNPay,0.0,2025-05-23,19586000.0,19586000.0
T002732,C00095,2025-06-27,S021,Credit Card,0.1,2025-06-27,13180000.0,11862000.0
T002733,C00249,2026-02-20,S013,Credit Card,0.1,2026-02-20,516000.0,464400.0
T002734,C00246,2025-06-10,S010,Momo,0.15,2025-06-10,45291000.0,38497350.0
T002735,C00060,2025-04-01,S001,Bank Transfer,0.2,2025-04-01,71221000.0,56976800.0
T002736,C00625,2024-08-02,S024,ZaloPay,0.05,2024-08-02,88397000.0,83977150.0
T002737,C00068,2025-08-14,S011,Cash,0.25,2025-08-14,4128000.0,3096000.0
T002738,C00242,2025-12-29,S022,Bank Transfer,0.2,2025-12-29,12540000.0,10032000.0
T002739,C00087,2025-10-28,S012,VNPay,0.0,2025-10-28,206000.0,206000.0
T002740,C00353,2025-02-03,S005,VNPay,0.15,2025-02-03,0.0,0.0
T002741,C00510,2025-10-12,S008,Momo,0.0,2025-10-12,696000.0,696000.0
T002742,C00060,2025-03-05,S010,VNPay,0.1,2025-03-05,7848000.0,7063200.0
T002743,C00516,2025-10-27,S011,VNPay,0.3,2025-10-27,4904000.0,3432800.0
T002744,C00153,2024-10-18,S023,Cash,0.15,2024-10-18,39093000.0,33229050.0
T002745,C00237,2025-10-07,S012,Bank Transfer,0.25,2025-10-07,5895000.0,4421250.0
T002746,C00600,2026-02-04,S001,ZaloPay,0.0,2026-02-04,3930000.0,3930000.0
T002747,C00536,2025-04-07,S023,Bank Transfer,0.0,2025-04-07,1583000.0,1583000.0
T002748,C00745,2024-06-27,S005,Credit Card,0.0,2024-06-27,9836000.0,9836000.0
T002749,C00700,2026-03-23,S016,Bank Transfer,0.15,2026-03-23,1764000.0,1499400.0
T002750,C00557,2025-08-28,S013,ZaloPay,0.1,2025-08-28,12157000.0,10941300.0
T002751,C00088,2025-01-05,S011,Unknown,0.0,2025-01-05,14047000.0,14047000.0
T002752,C00118,2024-05-10,S015,,0.15,2024-05-10,3766000.0,3201100.0
T002753,C00397,2025-09-22,S004,Momo,0.2,2025-09-22,345000.0,276000.0
T002754,C00675,2026-03-22,S025,ZaloPay,0.0,2026-03-22,13038000.0,13038000.0
T002755,C00010,2026-03-01,S009,Credit Card,0.0,2026-03-01,88065000.0,88065000.0
T002756,C00050,2024-06-02,S001,VNPay,0.0,2024-06-02,92000.0,92000.0
T002757,C00640,2023-09-16,S016,,0.3,2023-09-16,38596000.0,27017200.0
T002758,C00070,2025-05-13,S008,Momo,0.05,2025-05-13,45688000.0,43403600.0
T002759,C00154,2025-09-08,S021,Credit Card,0.0,2025-09-08,1801000.0,1801000.0
T002760,C00385,2026-03-02,S013,,0.0,2026-03-02,72645000.0,72645000.0
T002761,C00074,2025-06-17,S008,Momo,0.0,2025-06-17,369000.0,369000.0
T002762,C00326,2025-10-31,S009,ZaloPay,0.05,2025-10-31,0.0,0.0
T002763,C00163,2025-02-09,S013,Momo,0.0,2025-02-09,161850000.0,161850000.0
T002764,C00105,2024-11-12,S022,VNPay,0.3,2024-11-12,13951000.0,9765700.0
T002765,C00172,2024-12-06,S007,Momo,0.15,2024-12-06,1796000.0,1526600.0
T002766,C00043,2024-07-18,S008,Momo,0.2,2024-07-18,6917000.0,5533600.0
T002767,C00015,2024-10-14,S014,VNPay,0.15,2024-10-14,423000.0,359550.0
T002768,C00664,2023-12-24,S001,Momo,0.2,2023-12-24,1269000.0,1015200.0
T002769,C00123,2025-10-25,S014,,0.1,2025-10-25,3639000.0,3275100.0
T002770,C00033,2025-12-12,S013,ZaloPay,0.0,2025-12-12,4366000.0,4366000.0
T002771,C00777,2025-06-24,S003,Credit Card,0.0,2025-06-24,3342000.0,3342000.0
T002772,C00066,2026-01-07,S021,VNPay,0.2,2026-01-07,30819000.0,24655200.0
T002773,C00373,2026-02-21,S003,Credit Card,0.3,2026-02-21,83286000.0,58300200.0
T002774,C00694,2024-07-08,S010,Momo,0.0,2024-07-08,1086000.0,1086000.0
T002775,C00051,2025-10-20,S009,Gold,0.0,2025-10-20,5725000.0,5725000.0
T002776,C00327,2025-03-31,S015,ZaloPay,0.25,2025-03-31,63124000.0,47343000.0
T002777,C00728,2025-01-24,S025,Cash,0.0,2025-01-24,13392000.0,13392000.0
T002778,C00336,2026-02-04,S024,VNPay,0.3,2026-02-04,315000.0,220500.0
T002779,C00656,2025-09-16,S009,Cash,0.0,2025-09-16,34625000.0,34625000.0
T002780,C00069,2026-01-16,S002,Bank Transfer,0.0,2026-01-16,17334620.0,17334620.0
T002781,C00353,2025-12-31,S020,ZaloPay,0.2,2025-12-31,57900000.0,46320000.0
T002782,C00454,2024-08-19,S004,VNPay,0.1,2024-08-19,1407000.0,1266300.0
T002783,C00087,2024-11-01,S024,Momo,0.05,2024-11-01,102000.0,96900.0
T002784,C00354,2025-05-10,S005,,0.05,2025-05-10,2244000.0,2131800.0
T002785,C00258,2024-08-23,S022,VNPay,0.0,2024-08-23,48297000.0,48297000.0
T002786,C00126,2024-09-07,S014,VNPay,0.3,2024-09-07,1693000.0,1185100.0
T002787,C00330,2024-11-18,S018,Bank Transfer,0.0,2024-11-18,3062000.0,3062000.0
T002788,C00029,2025-12-16,S016,Credit Card,0.2,2025-12-16,6638000.0,5310400.0
T002789,C00464,2026-03-05,S005,Bank Transfer,0.2,2026-03-05,5700000.0,4560000.0
T002790,C00021,2025-09-11,S008,,0.25,2025-09-11,26852000.0,20139000.0
T002791,C00076,2024-05-29,S008,Bank Transfer,0.0,2024-05-29,92248000.0,92248000.0
T002792,C00415,2026-03-10,S013,Momo,0.0,2026-03-10,57512000.0,57512000.0
T002793,C00218,2024-12-08,S011,ZaloPay,0.15,2024-12-08,518000.0,440300.0
T002794,C00167,2024-12-31,S005,Momo,0.0,2024-12-31,23000.0,23000.0
T002795,C00049,2025-02-26,S009,Bank Transfer,0.15,2025-02-26,11974000.0,10177900.0
T002796,C00532,2025-05-12,S006,Momo,0.0,2025-05-12,3076000.0,3076000.0
T002797,C00057,2025-11-22,S014,ZaloPay,0.0,2025-11-22,190000.0,190000.0
T002798,C00338,2026-01-25,S018,ZaloPay,0.15,2026-01-25,51422000.0,43708700.0
T002799,C00093,2025-01-03,S019,Cash,0.0,2025-01-03,2416000.0,2416000.0
T002800,C00418,2026-03-12,S003,ZaloPay,0.3,2026-03-12,8609000.0,6026300.0
T002801,C00482,2026-01-12,S017,VNPay,0.0,2026-01-12,1044000.0,1044000.0
T002802,C00559,2025-09-06,S019,Credit Card,0.05,2025-09-06,207000.0,196650.0
T002803,C00321,2025-08-11,S010,ZaloPay,0.0,2025-08-11,34380000.0,34380000.0
T002804,C00362,2024-02-23,S001,Credit Card,0.0,2024-02-23,25356000.0,25356000.0
T002805,C00280,2025-06-08,S011,,0.0,2025-06-08,0.0,0.0
T002806,C00122,2026-01-28,S003,ZaloPay,0.0,2026-01-28,0.0,0.0
T002807,C00036,2025-08-24,S017,Credit Card,0.2,2025-08-24,1044000.0,835200.0
T002808,C00538,2025-12-10,S013,Bank Transfer,0.0,2025-12-10,929000.0,929000.0
T002809,C00583,2025-12-13,S006,VNPay,0.25,2025-12-13,1124000.0,843000.0
T002810,C00022,2024-06-21,S002,Bank Transfer,0.3,2024-06-21,8385000.0,5869500.0
T002811,C00497,2024-05-05,S007,ZaloPay,0.2,2024-05-05,536000.0,428800.0
T002812,C00031,2025-05-23,S023,ZaloPay,0.0,2025-05-23,10334000.0,10334000.0
T002813,C00077,2025-05-25,S005,Bank Transfer,0.0,2025-05-25,22500000.0,22500000.0
T002814,C00356,2025-07-09,S001,Credit Card,0.0,2025-07-09,25172000.0,25172000.0
T002815,C00368,2024-04-10,S022,VNPay,0.0,2024-04-10,1257000.0,1257000.0
T002816,C00017,2024-07-17,S002,Momo,0.15,2024-07-17,5220000.0,4437000.0
T002817,C00030,2024-10-08,S023,ZaloPay,0.2,2024-10-08,18367000.0,14693600.0
T002818,C00021,2025-07-27,S019,Bank Transfer,0.0,2025-07-27,742000.0,742000.0
T002819,C00229,2025-09-09,S020,ZaloPay,0.0,2025-09-09,29069000.0,29069000.0
T002820,C00177,2026-02-18,S010,Momo,0.0,2026-02-18,6328000.0,6328000.0
T002821,C00699,2024-01-08,S014,Momo,0.05,2024-01-08,4682000.0,4447900.0
T002822,C00361,2025-08-14,S024,VNPay,0.0,2025-08-14,1872000.0,1872000.0
T002823,C00253,2024-05-26,S010,Momo,0.25,2024-05-26,9004000.0,6753000.0
T002824,C00666,2024-02-13,S016,,0.2,2024-02-13,1688000.0,1350400.0
T002825,C00786,2026-01-20,S023,Credit Card,0.0,2026-01-20,372000.0,372000.0
T002826,C00715,2024-05-19,S019,Momo,0.0,2024-05-19,14755000.0,14755000.0
T002827,C00075,2025-01-12,S014,,0.25,2025-01-12,20531000.0,15398250.0
T002828,C00302,2025-04-10,S016,ZaloPay,0.1,2025-04-10,32670000.0,29403000.0
T002829,C00034,2025-01-08,S020,Momo,0.0,2025-01-08,17417000.0,17417000.0
T002830,C00031,2025-10-29,S004,Bank Transfer,0.0,2025-10-29,11307000.0,11307000.0
T002831,C00533,2026-01-03,S016,ZaloPay,0.0,2026-01-03,4961000.0,4961000.0
T002832,C00185,2025-03-30,S020,ZaloPay,0.0,2025-03-30,0.0,0.0
T002833,C00277,2024-01-12,S006,Bank Transfer,0.2,2024-01-12,4001000.0,3200800.0
T002834,C00367,2025-11-24,S016,Momo,0.0,2025-11-24,12080000.0,12080000.0
T002835,C00022,2025-01-13,S006,VNPay,0.0,2025-01-13,13850000.0,13850000.0
T002836,C00006,2024-12-12,S024,Bank Transfer,0.0,2024-12-12,1620000.0,1620000.0
T002837,C00149,2025-03-03,S014,Bank Transfer,0.1,2025-03-03,0.0,0.0
T002838,C00371,2026-03-14,S008,ZaloPay,0.0,2026-03-14,36839000.0,36839000.0
T002839,C00184,2025-06-05,S013,VNPay,0.1,2025-06-05,10960000.0,9864000.0
T002840,C00277,2025-07-04,S008,Bank Transfer,0.2,2025-07-04,18717000.0,14973600.0
T002841,C00214,2025-08-10,S023,Bank Transfer,0.0,2025-08-10,8339000.0,8339000.0
T002842,C00120,2025-09-11,S016,Momo,0.0,2025-09-11,50900000.0,50900000.0
T002843,C00109,2024-03-07,S006,ZaloPay,0.0,2024-03-07,127400000.0,127400000.0
T002844,C00092,2024-01-09,S015,Credit Card,0.0,2024-01-09,3117000.0,3117000.0
T002845,C00605,2024-06-02,S002,Momo,0.0,2024-06-02,501000.0,501000.0
T002846,C00650,2024-04-30,S023,Momo,0.0,2024-04-30,4407000.0,4407000.0
T002847,C00147,2025-05-20,S009,VNPay,0.0,2025-05-20,55507000.0,55507000.0
T002848,C00076,2024-02-21,S020,ZaloPay,0.0,2024-02-21,15631000.0,15631000.0
T002849,C00032,2025-11-16,S024,Momo,0.0,2025-11-16,19979000.0,19979000.0
T002850,C00436,2026-03-07,S020,Credit Card,0.1,2026-03-07,1559000.0,1403100.0
T002851,C00601,2026-02-27,S014,Momo,0.0,2026-02-27,8206000.0,8206000.0
T002852,C00621,2025-08-20,S004,Credit Card,0.0,2025-08-20,5334000.0,5334000.0
T002853,C00767,2025-10-19,S014,Momo,0.0,2025-10-19,9410000.0,9410000.0
T002854,C00158,2025-03-07,S011,Credit Card,0.0,2025-03-07,4205000.0,4205000.0
T002855,C00377,2025-12-05,S012,Bank Transfer,0.2,2025-12-05,1122000.0,897600.0
T002856,C00337,2025-09-07,S001,VNPay,0.0,2025-09-07,28089000.0,28089000.0
T002857,C00118,2025-12-22,S010,VNPay,0.05,2025-12-22,71515000.0,67939250.0
T002858,C00396,2025-04-26,S020,ZaloPay,0.0,2025-04-26,9724000.0,9724000.0
T002859,C00179,2025-12-05,S014,VNPay,0.1,2025-12-05,69218000.0,62296200.0
T002860,C00789,2026-03-04,S018,ZaloPay,0.0,2026-03-04,4420000.0,4420000.0
T002861,C00766,2024-10-09,S016,VNPay,0.0,2024-10-09,26804000.0,26804000.0
T002862,C00025,2025-04-21,S015,,0.0,2025-04-21,11941000.0,11941000.0
T002863,C00052,2024-11-13,S020,VNPay,0.15,2024-11-13,2243000.0,1906550.0
T002864,C00298,2026-02-25,S010,ZaloPay,0.0,2026-02-25,21757000.0,21757000.0
T002865,C00595,2024-12-03,S017,ZaloPay,0.3,2024-12-03,910000.0,637000.0
T002866,C00063,2025-02-02,S004,ZaloPay,0.05,2025-02-02,1923000.0,1826850.0
T002867,C00308,2025-04-03,S013,Momo,0.0,2025-04-03,11942520.0,11942520.0
T002868,C00120,2025-05-23,S005,Credit Card,0.3,2025-05-23,11646000.0,8152199.999999999
T002869,C00230,2026-03-20,S008,Gold,0.1,2026-03-20,27220.0,24498.0
T002870,C00064,2025-08-26,S023,Cash,0.1,2025-08-26,2741000.0,2466900.0
T002871,C00062,2024-07-26,S022,Credit Card,0.0,2024-07-26,4170000.0,4170000.0
T002872,C00191,2025-09-12,S012,ZaloPay,0.0,2025-09-12,75886000.0,75886000.0
T002873,C00227,2025-07-28,S019,VNPay,0.05,2025-07-28,2005000.0,1904750.0
T002874,C00279,2024-12-28,S013,Momo,0.05,2024-12-28,20293000.0,19278350.0
T002875,C00151,2023-12-16,S001,Credit Card,0.2,2023-12-16,25579000.0,20463200.0
T002876,C00236,2025-09-27,S001,ZaloPay,0.0,2025-09-27,28811000.0,28811000.0
T002877,C00612,2025-11-08,S025,Bank Transfer,0.0,2025-11-08,40705000.0,40705000.0
T002878,C00100,2026-01-29,S011,Cash,0.05,2026-01-29,20620000.0,19589000.0
T002879,C00029,2024-10-02,S010,ZaloPay,0.0,2024-10-02,632000.0,632000.0
T002880,C00453,2025-07-01,S006,VNPay,0.0,2025-07-01,8822000.0,8822000.0
T002881,C00453,2026-03-09,S017,Credit Card,0.0,2026-03-09,5363000.0,5363000.0
T002882,C00341,2025-11-09,S002,Credit Card,0.15,2025-11-09,24271000.0,20630350.0
T002883,C00649,2024-11-24,S021,VNPay,0.2,2024-11-24,7197000.0,5757600.0
T002884,C00061,2026-01-14,S013,VNPay,0.0,2026-01-14,99261000.0,99261000.0
T002885,C00322,2024-06-27,S007,Bank Transfer,0.0,2024-06-27,153000.0,153000.0
T002886,C00029,2024-12-14,S003,Credit Card,0.15,2024-12-14,22166000.0,18841100.0
T002887,C00059,2025-07-04,S003,Credit Card,0.2,2025-07-04,72645000.0,58116000.0
T002888,C00716,2025-01-26,S005,VNPay,0.05,2025-01-26,70327000.0,66810650.0
T002889,C00006,2025-02-11,S008,ZaloPay,0.0,2025-02-11,12762000.0,12762000.0
